"subject","predicate","object"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/thesisTitle",""
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/thesisUrl","http://e-collection.library.ethz.ch/eserv/eth:30378/eth-30378-01.pdf"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/thesisYear","1905"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/url","https://web.archive.org/web/20110811112756/http:/www.alberteinstein.info/"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/voy","no"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/wikt","Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces",""
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Brandeis University"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","California Institute of Technology"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Charles University in Prague"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","ETH Zurich"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","German Physical Society"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Humboldt University of Berlin"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Institute for Advanced Study, Princeton University"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Kaiser Wilhelm Institute"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Leiden University"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Prussian Academy of Sciences"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","Swiss Patent Office"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","University of Bern"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","University of Oxford"
"http://dbpedia.org/resource/Albert_Einstein","http://dbpedia.org/property/workplaces","University of Zurich"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1879_births"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:1955_deaths"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:19th-century_German_Jews"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_American_engineers"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_American_inventors"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_American_physicists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_American_writers"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:20th-century_Swiss_inventors"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Albert_Einstein"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_Ashkenazi_Jews"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_Nobel_laureates"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_Zionists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_agnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_democratic_socialists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_humanists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_letter_writers"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_pacifists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_relativity_theorists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:American_science_writers"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Charles_University_faculty"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Deaths_from_abdominal_aortic_aneurysm"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Denaturalized_citizens_of_Germany"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:ETH_Zurich_alumni"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:ETH_Zurich_faculty"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Einstein_family"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:European_democratic_socialists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:German_Ashkenazi_Jews"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:German_Nobel_laureates"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:German_agnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:German_emigrants_to_Switzerland"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:German_humanists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:German_relativity_theorists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Institute_for_Advanced_Study_faculty"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jewish_American_physicists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jewish_agnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jewish_emigrants_from_Nazi_Germany_to_the_United_States"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Jewish_physicists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Members_of_the_Royal_Netherlands_Academy_of_Arts_and_Sciences"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Members_of_the_United_States_National_Academy_of_Sciences"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Naturalised_citizens_of_Austria"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Naturalised_citizens_of_Switzerland"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Naturalized_citizens_of_the_United_States"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:New_Jersey_Hall_of_Fame_inductees"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Nobel_laureates_in_Physics"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Pantheists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Patent_examiners"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:People_who_lost_German_citizenship"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Philosophers_of_mathematics"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Philosophers_of_science"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Philosophy_of_science"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Quantum_physicists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Scientists_from_Munich"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Spinozists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Stateless_people"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_Ashkenazi_Jews"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_Nobel_laureates"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_agnostics"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_cosmologists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_emigrants_to_the_United_States"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Swiss_physicists"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:University_of_Bern_faculty"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:University_of_Zurich_alumni"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:University_of_Zurich_faculty"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Winners_of_the_Max_Planck_Medal"
"http://dbpedia.org/resource/Albert_Einstein","http://purl.org/dc/terms/subject","http://dbpedia.org/resource/Category:Württemberger_emigrants_to_the_United_States"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Absentee109757653"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Academician109759069"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Acquirer109764201"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Adult109605289"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Advocate109774783"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Agnostic109779124"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Alumnus109786338"
"http://dbpedia.org/resource/Albert_Einstein","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/class/yago/Articulator109811712"
